相容れない
エレガントだ
円滑だ
鉛直だ
円満だ
オープンだ
応分だ
おじゃんだ
おてんばだ
穏健だ
温厚だ
恩知らずだ
温暖だ
穏当だ
おんなしだ
おんなじだ
穏便だ
おんぼろだ
温和だ
穏和だ
果敢だ
格段だ
果断だ
かちんかちんだ
過敏だ
過分だ
可変だ
可憐だ
かんかんだ
簡潔だ
閑散だ
感心だ
肝心だ
完全だ
完全無欠だ
簡素だ
簡単だ
甘美だ
簡便だ
完璧だ
緩慢だ
感無量だ
寛容だ
肝要だ
簡略だ
がらんどうだ
頑強だ
頑固だ
頑丈だ
危険だ
几帳面だ
機敏だ
急テンポだ
強健だ
強靭だ
強靱だ
極端だ
虚心だ
緊急だ
謹厳実直だ
近視眼的だ
均質だ
均等だ
金ピカだ
勤勉だ
緊密だ
クリーンだ
偶然だ
けげんだ
健脚だ
謙虚だ
健康だ
堅固だ
健勝だ
堅実だ
健全だ
堅調だ
顕著だ
激甚だ
下品だ
厳格だ
元気だ
厳粛だ
厳重だ
厳密だ
幸運だ
厚顔だ
広範だ
高慢だ
懇切だ
困難だ
コンビニエンスだ
傲慢だ
ご機嫌だ
ご機嫌斜めだ
言語道断だ
盛んだ
三角だ
散々だ
散漫だ
ざっくばらんだ
残虐だ
残酷だ
斬新だ
残忍だ
残念だ
自然だ
至難だ
至便だ
小心だ
ショッキングだ
深遠だ
新奇だ
新規だ
真剣だ
深刻だ
新式だ
真摯だ
真実だ
深甚だ
親切だ
新鮮だ
慎重だ
深長だ
神秘だ
シンプルだ
親身だ
親密だ
神妙だ
辛辣だ
実現可能だ
自分勝手だ
自慢気だ
邪険だ
縦横無尽だ
従順だ
十全だ
柔軟だ
十二分だ
十人並みだ
十分だ
純潔だ
純真だ
純情だ
潤沢だ
順だ
順調だ
順当だ
純白だ
純朴だ
上機嫌だ
上品だ
尋常だ
迅速だ
スタンダードだ
素っ頓狂だ
スリリングだ
ずさんだ
世間知らずだ
世間並みだ
千差万別だ
センセーショナルだ
センチメンタルだ
鮮烈だ
善良だ
壮観だ
壮健だ
荘厳だ
疎遠だ
尊厳だ
損だ
存分だ
多感だ
沢山だ
多難だ
他人行儀だ
多弁だ
多方面だ
短気だ
単純だ
単調だ
端的だ
丹念だ
堪能だ
淡泊だ
ダンディーだ
チャーミングだ
中途半端だ
中ぶらりんだ
沈着だ
沈痛だ
陳腐だ
ちんぷんかんぷんだ
珍妙だ
つっけんどんだ
適任だ
てきめんだ
鉄面皮だ
天真爛漫だ
当然だ
突然だ
トレンディーだ
頓狂だ
とんちんかんだ
とんとんだ
トントン拍子だ
同然だ
鈍感だ
鈍重だ
どんなだ
どんぴしゃりだ
貪欲だ
生半可だ
難儀だ
軟弱だ
ナンセンスだ
軟調だ
入念だ
熱心だ
懇ろだ
年少だ
年長だ
のんきだ
破天荒だ
破廉恥だ
ハンサムだ
繁雑だ
半端だ
抜群だ
万全だ
パンパンだ
悲惨だ
非凡だ
ひょうきんだ
貧困だ
貧弱だ
貧相だ
頻繁だ
敏活だ
敏感だ
敏捷だ
敏速だ
貧乏だ
敏腕だ
不運だ
不穏だ
不穏当だ
不可分だ
不機嫌だ
不均衡だ
不謹慎だ
不健全だ
不自然だ
不親切だ
不審だ
不振だ
不十分だ
不純だ
不順だ
不適任だ
不人情だ
不敏だ
不憫だ
不変だ
不便だ
不満足だ
不満だ
フランクだ
不倫だ
ふんだんだ
無遠慮だ
無難だ
無用心だ
分相応だ
偏狭だ
偏屈だ
変則だ
変だ
変ちくりんだ
変梃だ
辺鄙だ
便利だ
ぺしゃんこだ
ぺちゃんこだ
放漫だ
本気だ
本当だ
奔放だ
ほんまだ
傍若無人だ
満足気だ
満足だ
満腹だ
真ん丸だ
無縁だ
無関心だ
無限だ
無惨だ
無心だ
無尽蔵だ
無責任だ
無頓着だ
無念だ
無批判だ
無分別だ
無味乾燥だ
面倒だ
綿密だ
モダンだ
文句無しだ
野蛮だ
勇敢だ
幽玄だ
有限だ
優柔不断だ
雄弁だ
余分だ
乱雑だ
乱暴だ
理不尽だ
利便だ
廉価だ
老練だ
ロマンチックだ
ワンダフルだ
腕白だ
ワンパターンだ
ワンマンだ
